Matricule;Annee;Mois;Type;Libelle;Montant
301142;2010;5;D;IRCANTEC TR. A;4,02
301142;2010;5;D;IRCANTEC TR. A;2,01
301142;2010;5;D;IRCANTEC TR. A;4,52
301142;2010;5;D;IRCANTEC TR. A;2,01
301142;2010;5;D;IRCANTEC TR. A;22,72
301142;2010;5;C;IRCANTEC TR. A;6,04
301142;2010;5;C;IRCANTEC TR. A;3,02
301142;2010;5;C;IRCANTEC TR. A;6,79
301142;2010;5;C;IRCANTEC TR. A;3,02
301142;2010;5;C;IRCANTEC TR. A;34,13
301142;2010;6;D;IRCANTEC TR. A;3,83
301142;2010;6;D;IRCANTEC TR. A;23,22
301142;2010;6;C;IRCANTEC TR. A;5,76
301142;2010;6;C;IRCANTEC TR. A;34,88
301142;2010;7;D;IRCANTEC TR. A;22,83
301142;2010;7;C;IRCANTEC TR. A;34,29
301142;2010;8;D;IRCANTEC TR. A;22,83
301142;2010;8;C;IRCANTEC TR. A;34,29
301142;2010;9;D;IRCANTEC TR. A;22,83
301142;2010;9;C;IRCANTEC TR. A;34,29
301142;2010;10;D;IRCANTEC TR. A;22,83
301142;2010;10;C;IRCANTEC TR. A;34,29
301142;2010;11;D;IRCANTEC TR. A;0,61
301142;2010;11;D;IRCANTEC TR. A;22,71
301142;2010;11;C;IRCANTEC TR. A;0,92
301142;2010;11;C;IRCANTEC TR. A;34,11
301142;2010;12;D;IRCANTEC TR. A;3,04
301142;2010;12;D;IRCANTEC TR. A;22,83
301142;2010;12;C;IRCANTEC TR. A;4,57
301142;2010;12;C;IRCANTEC TR. A;34,29
301142;2011;1;D;IRCANTEC TR. A;23,13
301142;2011;1;C;IRCANTEC TR. A;34,6
301142;2011;2;D;IRCANTEC TR. A;0,22
301142;2011;2;D;IRCANTEC TR. A;23,35
301142;2011;2;C;IRCANTEC TR. A;0,33
301142;2011;2;C;IRCANTEC TR. A;34,93
301142;2011;3;D;IRCANTEC TR. A;2,57
301142;2011;3;D;IRCANTEC TR. A;4,67
301142;2011;3;D;IRCANTEC TR. A;3,64
301142;2011;3;D;IRCANTEC TR. A;23,35
301142;2011;3;C;IRCANTEC TR. A;3,84
301142;2011;3;C;IRCANTEC TR. A;6,98
301142;2011;3;C;IRCANTEC TR. A;5,43
301142;2011;3;C;IRCANTEC TR. A;34,93
301142;2011;4;D;IRCANTEC TR. A;2,6
301142;2011;4;D;IRCANTEC TR. A;35,73
301142;2011;4;C;IRCANTEC TR. A;3,88
301142;2011;4;C;IRCANTEC TR. A;53,44
301142;2011;5;D;IRCANTEC TR. A;3,11
301142;2011;5;D;IRCANTEC TR. A;23,35
301142;2011;5;C;IRCANTEC TR. A;4,65
301142;2011;5;C;IRCANTEC TR. A;34,93
301142;2011;6;D;IRCANTEC TR. A;23,35
301142;2011;6;C;IRCANTEC TR. A;34,93
301142;2011;7;D;IRCANTEC TR. A;23,35
301142;2011;7;C;IRCANTEC TR. A;34,93
301142;2011;8;D;IRCANTEC TR. A;23,35
301142;2011;8;C;IRCANTEC TR. A;34,93
301142;2011;9;D;IRCANTEC TR. A;23,35
301142;2011;9;C;IRCANTEC TR. A;34,93
301142;2011;10;D;IRCANTEC TR. A;17,93
301142;2011;10;C;IRCANTEC TR. A;26,81
301142;2011;11;D;IRCANTEC TR. A;5,91
301142;2011;11;D;IRCANTEC TR. A;25,21
301142;2011;11;C;IRCANTEC TR. A;8,85
301142;2011;11;C;IRCANTEC TR. A;37,7
301142;2011;12;D;IRCANTEC TR. A;21,89
301142;2011;12;C;IRCANTEC TR. A;32,74
301142;2012;1;D;IRCANTEC TR. A;18,36
301142;2012;1;C;IRCANTEC TR. A;26,65
301142;2012;2;D;IRCANTEC TR. A;4,7
301142;2012;2;D;IRCANTEC TR. A;18,9
301142;2012;2;C;IRCANTEC TR. A;6,81
301142;2012;2;C;IRCANTEC TR. A;27,43
301142;2012;3;D;IRCANTEC TR. A;10,12
301142;2012;3;D;IRCANTEC TR. A;18,9
301142;2012;3;C;IRCANTEC TR. A;14,68
301142;2012;3;C;IRCANTEC TR. A;27,43
301142;2012;4;D;IRCANTEC TR. A;31,51
301142;2012;4;C;IRCANTEC TR. A;45,72
301142;2012;5;D;IRCANTEC TR. A;3,66
301142;2012;5;D;IRCANTEC TR. A;18,96
301142;2012;5;C;IRCANTEC TR. A;5,32
301142;2012;5;C;IRCANTEC TR. A;27,51
301142;2012;6;D;IRCANTEC TR. A;16,51
301142;2012;6;D;IRCANTEC TR. A;19,56
301142;2012;6;C;IRCANTEC TR. A;23,97
301142;2012;6;C;IRCANTEC TR. A;28,39
301142;2012;7;D;IRCANTEC TR. A;16,02
301142;2012;7;D;IRCANTEC TR. A;20,4
301142;2012;7;C;IRCANTEC TR. A;23,25
301142;2012;7;C;IRCANTEC TR. A;29,61
301142;2012;8;D;IRCANTEC TR. A;11,19
301142;2012;8;D;IRCANTEC TR. A;19,28
301142;2012;8;C;IRCANTEC TR. A;16,23
301142;2012;8;C;IRCANTEC TR. A;27,98
301142;2012;9;D;IRCANTEC TR. A;9,01
301142;2012;9;D;IRCANTEC TR. A;19,28
301142;2012;9;C;IRCANTEC TR. A;13,07
301142;2012;9;C;IRCANTEC TR. A;27,98
301142;2012;10;D;IRCANTEC TR. A;8,28
301142;2012;10;D;IRCANTEC TR. A;19,28
301142;2012;10;C;IRCANTEC TR. A;12,01
301142;2012;10;C;IRCANTEC TR. A;27,98
301142;2012;11;D;IRCANTEC TR. A;6,21
301142;2012;11;D;IRCANTEC TR. A;19,28
301142;2012;11;C;IRCANTEC TR. A;9,01
301142;2012;11;C;IRCANTEC TR. A;27,98
301142;2012;12;D;IRCANTEC TR. A;6,21
301142;2012;12;D;IRCANTEC TR. A;19,28
301142;2012;12;C;IRCANTEC TR. A;9,01
301142;2012;12;C;IRCANTEC TR. A;27,98
301142;2013;1;D;IRCANTEC TR. A;8,28
301142;2013;1;D;IRCANTEC TR. A;20,11
301142;2013;1;C;IRCANTEC TR. A;12,44
301142;2013;1;C;IRCANTEC TR. A;30,2
301142;2013;2;D;IRCANTEC TR. A;8,37
301142;2013;2;D;IRCANTEC TR. A;20,16
301142;2013;2;C;IRCANTEC TR. A;12,57
301142;2013;2;C;IRCANTEC TR. A;30,28
301142;2013;3;D;IRCANTEC TR. A;6,85
301142;2013;3;D;IRCANTEC TR. A;20,16
301142;2013;3;C;IRCANTEC TR. A;10,29
301142;2013;3;C;IRCANTEC TR. A;30,28
301142;2013;4;D;IRCANTEC TR. A;7,32
301142;2013;4;D;IRCANTEC TR. A;33,01
301142;2013;4;C;IRCANTEC TR. A;11
301142;2013;4;C;IRCANTEC TR. A;49,58
301142;2013;5;D;IRCANTEC TR. A;9,66
301142;2013;5;D;IRCANTEC TR. A;20,16
301142;2013;5;C;IRCANTEC TR. A;14,52
301142;2013;5;C;IRCANTEC TR. A;30,28
301142;2013;6;D;IRCANTEC TR. A;10,78
301142;2013;6;D;IRCANTEC TR. A;20,16
301142;2013;6;C;IRCANTEC TR. A;16,19
301142;2013;6;C;IRCANTEC TR. A;30,28
301142;2013;7;D;IRCANTEC TR. A;17,76
301142;2013;7;D;IRCANTEC TR. A;37,92
301142;2013;7;C;IRCANTEC TR. A;26,68
301142;2013;7;C;IRCANTEC TR. A;56,96
301142;2013;8;D;IRCANTEC TR. A;0,26
301142;2013;8;D;IRCANTEC TR. A;29,26
301142;2013;8;C;IRCANTEC TR. A;0,38
301142;2013;8;C;IRCANTEC TR. A;43,95
301142;2013;9;D;IRCANTEC TR. A;0,01
301142;2013;9;D;IRCANTEC TR. A;0,01
301142;2013;9;D;IRCANTEC TR. A;0,01
301142;2013;9;D;IRCANTEC TR. A;0,01
301142;2013;9;D;IRCANTEC TR. A;0,01
301142;2013;9;D;IRCANTEC TR. A;0,01
301142;2013;9;D;IRCANTEC TR. A;0,01
301142;2013;9;D;IRCANTEC TR. A;0,01
301142;2013;9;D;IRCANTEC TR. A;0,01
301142;2013;9;D;IRCANTEC TR. A;0,01
301142;2013;9;D;IRCANTEC TR. A;0,01
301142;2013;9;D;IRCANTEC TR. A;0,01
301142;2013;9;D;IRCANTEC TR. A;0,01
301142;2013;9;D;IRCANTEC TR. A;0,01
301142;2013;9;D;IRCANTEC TR. A;0,01
301142;2013;9;D;IRCANTEC TR. A;0,01
301142;2013;9;D;IRCANTEC TR. A;0,01
301142;2013;9;D;IRCANTEC TR. A;0,01
301142;2013;9;D;IRCANTEC TR. A;0,01
301142;2013;9;D;IRCANTEC TR. A;0,01
301142;2013;9;D;IRCANTEC TR. A;35,86
301142;2013;9;C;IRCANTEC TR. A;0,01
301142;2013;9;C;IRCANTEC TR. A;0,01
301142;2013;9;C;IRCANTEC TR. A;0,01
301142;2013;9;C;IRCANTEC TR. A;0,01
301142;2013;9;C;IRCANTEC TR. A;0,01
301142;2013;9;C;IRCANTEC TR. A;0,01
301142;2013;9;C;IRCANTEC TR. A;0,01
301142;2013;9;C;IRCANTEC TR. A;0,01
301142;2013;9;C;IRCANTEC TR. A;0,01
301142;2013;9;C;IRCANTEC TR. A;0,01
301142;2013;9;C;IRCANTEC TR. A;0,01
301142;2013;9;C;IRCANTEC TR. A;0,01
301142;2013;9;C;IRCANTEC TR. A;0,02
301142;2013;9;C;IRCANTEC TR. A;0,02
301142;2013;9;C;IRCANTEC TR. A;0,01
301142;2013;9;C;IRCANTEC TR. A;0,01
301142;2013;9;C;IRCANTEC TR. A;0,01
301142;2013;9;C;IRCANTEC TR. A;0,02
301142;2013;9;C;IRCANTEC TR. A;0,02
301142;2013;9;C;IRCANTEC TR. A;0,01
301142;2013;9;C;IRCANTEC TR. A;53,87
301142;2013;10;D;IRCANTEC TR. A;2,01
301142;2013;10;D;IRCANTEC TR. A;2,07
301142;2013;10;D;IRCANTEC TR. A;38,78
301142;2013;10;C;IRCANTEC TR. A;3,03
301142;2013;10;C;IRCANTEC TR. A;3,11
301142;2013;10;C;IRCANTEC TR. A;58,25
301142;2013;11;D;IRCANTEC TR. A;33,2
301142;2013;11;C;IRCANTEC TR. A;49,87
301142;2013;12;D;IRCANTEC TR. A;33,9
301142;2013;12;C;IRCANTEC TR. A;50,93
