Matricule;Annee;Mois;Code;Libelle;Type;Montant;indic_astr;indic_IHTS
010544;2010;4;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
010544;2010;4;4040;IND. ASTREINTE SEM. FIL TECH.;R;149,48;TRUE;FALSE
010544;2010;6;1900;HEURES SUPPL.  = 14 H;R;58,59;FALSE;TRUE
010544;2010;6;1920;HEURES SUPPL. DIMANCHE JF;R;75,99;FALSE;TRUE
010544;2010;6;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
010544;2010;6;4040;IND. ASTREINTE SEM. FIL TECH.;R;149,48;TRUE;FALSE
010544;2010;8;1900;HEURES SUPPL.  = 14 H;R;98,18;FALSE;TRUE
010544;2010;8;1920;HEURES SUPPL. DIMANCHE JF;R;152,67;FALSE;TRUE
010544;2010;8;1930;HEURES SUPPL. DE NUIT;R;52,36;FALSE;TRUE
010544;2010;8;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
010544;2010;8;4040;IND. ASTREINTE SEM. FIL TECH.;R;149,48;TRUE;FALSE
010544;2010;9;1900;HEURES SUPPL.  = 14 H;R;19,64;FALSE;TRUE
010544;2010;9;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
010544;2010;9;4040;IND. ASTREINTE SEM. FIL TECH.;R;149,48;TRUE;FALSE
010544;2011;2;1900;HEURES SUPPL.  = 14 H;R;98,18;FALSE;TRUE
010544;2011;2;1920;HEURES SUPPL. DIMANCHE JF;R;65,43;FALSE;TRUE
010544;2011;2;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
010544;2011;2;4040;IND. ASTREINTE SEM. FIL TECH.;R;149,48;TRUE;FALSE
010544;2011;3;1900;HEURES SUPPL.  = 14 H;R;32,73;FALSE;TRUE
010544;2011;3;1920;HEURES SUPPL. DIMANCHE JF;R;54,53;FALSE;TRUE
010544;2011;3;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
010544;2011;3;4040;IND. ASTREINTE SEM. FIL TECH.;R;149,48;TRUE;FALSE
010544;2011;4;1900;HEURES SUPPL.  = 14 H;R;52,36;FALSE;TRUE
010544;2011;4;1920;HEURES SUPPL. DIMANCHE JF;R;54,53;FALSE;TRUE
010544;2011;4;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
010544;2011;4;4040;IND. ASTREINTE SEM. FIL TECH.;R;149,48;TRUE;FALSE
010544;2011;5;1900;HEURES SUPPL.  = 14 H;R;26,18;FALSE;TRUE
010544;2011;5;1920;HEURES SUPPL. DIMANCHE JF;R;21,81;FALSE;TRUE
010544;2011;5;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
010544;2011;5;4040;IND. ASTREINTE SEM. FIL TECH.;R;149,48;TRUE;FALSE
010544;2011;7;1900;HEURES SUPPL.  = 14 H;R;32,73;FALSE;TRUE
010544;2011;7;1900;HEURES SUPPL.  = 14 H;R;98,18;FALSE;TRUE
010544;2011;7;1900;HEURES SUPPL.  = 14 H;R;143,99;FALSE;TRUE
010544;2011;7;1900;HEURES SUPPL.  = 14 H;R;183,26;FALSE;TRUE
010544;2011;7;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
010544;2011;7;4040;IND. ASTREINTE SEM. FIL TECH.;R;149,48;TRUE;FALSE
010544;2012;2;1900;HEURES SUPPL.  = 14 H;R;26,94;FALSE;TRUE
010544;2012;2;1930;HEURES SUPPL. DE NUIT;R;13,47;FALSE;TRUE
010544;2012;2;4070;IND. ASTREINTE JOUR SAMEDI;R;52,28;TRUE;FALSE
010544;2012;2;4075;IND ASTR NUIT SEM FRACTIONNEE;R;52,28;TRUE;FALSE
010544;2012;2;4080;INDEMNITE D ASTREINTE JOURNEE DIM FERIE;R;130,14;TRUE;FALSE
010544;2012;3;1900;HEURES SUPPL.  = 14 H;R;80,82;FALSE;TRUE
010544;2012;3;1900;HEURES SUPPL.  = 14 H;R;188,58;FALSE;TRUE
010544;2012;3;1930;HEURES SUPPL. DE NUIT;R;161,64;FALSE;TRUE
010544;2012;3;401B;INDEMNITES D ASTREINTES            M.S;R;34,86;TRUE;FALSE
010544;2012;3;4040;IND. ASTREINTE SEM. FIL TECH.;R;298,96;TRUE;FALSE
010544;2012;3;4075;IND ASTR NUIT SEM FRACTIONNEE;R;-40,16;TRUE;FALSE
010544;2012;3;4075;IND ASTR NUIT SEM FRACTIONNEE;R;24,24;TRUE;FALSE
010544;2012;4;1900;HEURES SUPPL.  = 14 H;R;13,47;FALSE;TRUE
010544;2012;4;4050;IND. ASTREINTE NUIT SEMAINE;R;30,15;TRUE;FALSE
010544;2012;5;1900;HEURES SUPPL.  = 14 H;R;235,73;FALSE;TRUE
010544;2012;5;1920;HEURES SUPPL. DIMANCHE JF;R;101,03;FALSE;TRUE
010544;2012;5;401B;INDEMNITES D ASTREINTES            M.S;R;34,86;TRUE;FALSE
010544;2012;5;4040;IND. ASTREINTE SEM. FIL TECH.;R;298,96;TRUE;FALSE
010544;2012;6;1900;HEURES SUPPL.  = 14 H;R;114,5;FALSE;TRUE
010544;2012;6;4050;IND. ASTREINTE NUIT SEMAINE;R;60,3;TRUE;FALSE
010544;2012;6;4080;INDEMNITE D ASTREINTE JOURNEE DIM FERIE;R;86,76;TRUE;FALSE
010544;2012;6;4090;INDEMNITE D ASTREINTE WEEK-END;R;109,28;TRUE;FALSE
010544;2012;10;1900;HEURES SUPPL.  = 14 H;R;188,58;FALSE;TRUE
010544;2012;10;1920;HEURES SUPPL. DIMANCHE JF;R;246,95;FALSE;TRUE
010544;2012;10;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
010544;2012;10;4040;IND. ASTREINTE SEM. FIL TECH.;R;224,22;TRUE;FALSE
010544;2012;11;1900;HEURES SUPPL.  = 14 H;R;101,03;FALSE;TRUE
010544;2012;11;1920;HEURES SUPPL. DIMANCHE JF;R;112,25;FALSE;TRUE
010544;2012;11;1930;HEURES SUPPL. DE NUIT;R;80,82;FALSE;TRUE
010544;2012;11;401B;INDEMNITES D ASTREINTES            M.S;R;34,86;TRUE;FALSE
010544;2012;11;4040;IND. ASTREINTE SEM. FIL TECH.;R;298,96;TRUE;FALSE
010544;2012;12;1900;HEURES SUPPL.  = 14 H;R;181,85;FALSE;TRUE
010544;2012;12;1920;HEURES SUPPL. DIMANCHE JF;R;224,5;FALSE;TRUE
010544;2012;12;1930;HEURES SUPPL. DE NUIT;R;242,46;FALSE;TRUE
010544;2012;12;1930;HEURES SUPPL. DE NUIT;R;40,41;FALSE;TRUE
010544;2012;12;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
010544;2012;12;4050;IND. ASTREINTE NUIT SEMAINE;R;30,15;TRUE;FALSE
010544;2012;12;4080;INDEMNITE D ASTREINTE JOURNEE DIM FERIE;R;43,38;TRUE;FALSE
010544;2012;12;4090;INDEMNITE D ASTREINTE WEEK-END;R;109,28;TRUE;FALSE
010544;2013;2;1900;HEURES SUPPL.  = 14 H;R;168,38;FALSE;TRUE
010544;2013;2;1900;HEURES SUPPL.  = 14 H;R;168,38;FALSE;TRUE
010544;2013;2;1900;HEURES SUPPL.  = 14 H;R;168,38;FALSE;TRUE
010544;2013;2;1900;HEURES SUPPL.  = 14 H;R;168,38;FALSE;TRUE
010544;2013;2;1930;HEURES SUPPL. DE NUIT;R;336,75;FALSE;TRUE
010544;2013;2;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
010544;2013;2;4040;IND. ASTREINTE SEM. FIL TECH.;R;149,48;TRUE;FALSE
010544;2013;2;4050;IND. ASTREINTE NUIT SEMAINE;R;90,45;TRUE;FALSE
010544;2013;2;4090;INDEMNITE D ASTREINTE WEEK-END;R;491,76;TRUE;FALSE
010544;2013;3;1900;HEURES SUPPL.  = 14 H;R;141,44;FALSE;TRUE
010544;2013;3;1920;HEURES SUPPL. DIMANCHE JF;R;235,73;FALSE;TRUE
010544;2013;3;1930;HEURES SUPPL. DE NUIT;R;107,76;FALSE;TRUE
010544;2013;3;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
010544;2013;3;4040;IND. ASTREINTE SEM. FIL TECH.;R;149,48;TRUE;FALSE
010544;2013;3;4050;IND. ASTREINTE NUIT SEMAINE;R;45,23;TRUE;FALSE
010544;2013;3;4090;INDEMNITE D ASTREINTE WEEK-END;R;327,84;TRUE;FALSE
010544;2013;4;1900;HEURES SUPPL.  = 14 H;R;127,97;FALSE;TRUE
010544;2013;4;1930;HEURES SUPPL. DE NUIT;R;13,47;FALSE;TRUE
010544;2013;4;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
010544;2013;4;4040;IND. ASTREINTE SEM. FIL TECH.;R;373,7;TRUE;FALSE
010544;2013;5;1900;HEURES SUPPL.  = 14 H;R;33,68;FALSE;TRUE
010544;2013;5;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
010544;2013;5;4080;INDEMNITE D ASTREINTE JOURNEE DIM FERIE;R;43,38;TRUE;FALSE
010544;2013;7;1900;HEURES SUPPL.  = 14 H;R;141,44;FALSE;TRUE
010544;2013;7;1920;HEURES SUPPL. DIMANCHE JF;R;33,68;FALSE;TRUE
010544;2013;7;1930;HEURES SUPPL. DE NUIT;R;94,29;FALSE;TRUE
010544;2013;7;401B;INDEMNITES D ASTREINTES            M.S;R;34,86;TRUE;FALSE
010544;2013;7;4040;IND. ASTREINTE SEM. FIL TECH.;R;298,96;TRUE;FALSE
010544;2013;9;1900;HEURES SUPPL.  = 14 H;R;175,11;FALSE;TRUE
010544;2013;9;1920;HEURES SUPPL. DIMANCHE JF;R;101,03;FALSE;TRUE
010544;2013;9;1930;HEURES SUPPL. DE NUIT;R;107,76;FALSE;TRUE
010544;2013;9;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
010544;2013;9;4040;IND. ASTREINTE SEM. FIL TECH.;R;149,48;TRUE;FALSE
010544;2013;11;1900;HEURES SUPPL.  = 14 H;R;161,64;FALSE;TRUE
010544;2013;11;1920;HEURES SUPPL. DIMANCHE JF;R;67,35;FALSE;TRUE
010544;2013;11;1930;HEURES SUPPL. DE NUIT;R;188,58;FALSE;TRUE
010544;2013;11;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
010544;2013;11;4040;IND. ASTREINTE SEM. FIL TECH.;R;149,48;TRUE;FALSE
010544;2013;12;1900;HEURES SUPPL.  = 14 H;R;94,29;FALSE;TRUE
010544;2013;12;1930;HEURES SUPPL. DE NUIT;R;94,29;FALSE;TRUE
010544;2013;12;401B;INDEMNITES D ASTREINTES            M.S;R;34,86;TRUE;FALSE
010544;2013;12;4050;IND. ASTREINTE NUIT SEMAINE;R;40,2;TRUE;FALSE
010544;2013;12;4090;INDEMNITE D ASTREINTE WEEK-END;R;218,56;TRUE;FALSE
010546;2009;1;1920;HEURES SUPPL. DIMANCHE JF;R;0,3;FALSE;TRUE
010546;2009;1;1930;HEURES SUPPL. DE NUIT;R;0,19;FALSE;TRUE
010546;2009;1;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
010546;2009;1;4050;IND. ASTREINTE NUIT SEMAINE;R;40,2;TRUE;FALSE
010546;2009;1;4090;INDEMNITE D ASTREINTE WEEK-END;R;109,28;TRUE;FALSE
010546;2009;7;1920;HEURES SUPPL. DIMANCHE JF;R;61,71;FALSE;TRUE
010546;2009;7;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
010546;2009;7;4050;IND. ASTREINTE NUIT SEMAINE;R;40,2;TRUE;FALSE
010546;2009;7;4090;INDEMNITE D ASTREINTE WEEK-END;R;109,28;TRUE;FALSE
010546;2009;9;1920;HEURES SUPPL. DIMANCHE JF;R;35,42;FALSE;TRUE
010546;2009;9;1930;HEURES SUPPL. DE NUIT;R;63,78;FALSE;TRUE
010546;2009;9;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
010546;2009;9;4050;IND. ASTREINTE NUIT SEMAINE;R;40,2;TRUE;FALSE
010546;2009;9;4090;INDEMNITE D ASTREINTE WEEK-END;R;109,28;TRUE;FALSE
010546;2009;10;1920;HEURES SUPPL. DIMANCHE JF;R;17,71;FALSE;TRUE
010546;2009;10;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
010546;2009;10;4050;IND. ASTREINTE NUIT SEMAINE;R;40,2;TRUE;FALSE
010546;2009;10;4090;INDEMNITE D ASTREINTE WEEK-END;R;109,28;TRUE;FALSE
010546;2010;9;1920;HEURES SUPPL. DIMANCHE JF;R;31,29;FALSE;TRUE
010546;2010;9;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
010546;2010;9;4040;IND. ASTREINTE SEM. FIL TECH.;R;149,48;TRUE;FALSE
010546;2010;12;1930;HEURES SUPPL. DE NUIT;R;25,03;FALSE;TRUE
010546;2010;12;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
010546;2010;12;4050;IND. ASTREINTE NUIT SEMAINE;R;30,15;TRUE;FALSE
010546;2010;12;4080;INDEMNITE D ASTREINTE JOURNEE DIM FERIE;R;43,38;TRUE;FALSE
010546;2010;12;4090;INDEMNITE D ASTREINTE WEEK-END;R;109,28;TRUE;FALSE
010546;2011;1;1920;HEURES SUPPL. DIMANCHE JF;R;146,02;FALSE;TRUE
010546;2011;1;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
010546;2011;1;4040;IND. ASTREINTE SEM. FIL TECH.;R;149,48;TRUE;FALSE
010546;2011;9;1930;HEURES SUPPL. DE NUIT;R;26,48;FALSE;TRUE
010546;2011;9;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
010546;2011;9;4040;IND. ASTREINTE SEM. FIL TECH.;R;149,48;TRUE;FALSE
010546;2012;5;1930;HEURES SUPPL. DE NUIT;R;52,96;FALSE;TRUE
010546;2012;5;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
010546;2012;5;4040;IND. ASTREINTE SEM. FIL TECH.;R;149,48;TRUE;FALSE
010546;2012;7;1920;HEURES SUPPL. DIMANCHE JF;R;33,11;FALSE;TRUE
010546;2012;7;1930;HEURES SUPPL. DE NUIT;R;26,48;FALSE;TRUE
010546;2012;7;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
010546;2012;7;4040;IND. ASTREINTE SEM. FIL TECH.;R;149,48;TRUE;FALSE
010546;2012;7;4050;IND. ASTREINTE NUIT SEMAINE;R;40,2;TRUE;FALSE
010546;2012;9;1920;HEURES SUPPL. DIMANCHE JF;R;22,07;FALSE;TRUE
010546;2012;9;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
010546;2012;9;4040;IND. ASTREINTE SEM. FIL TECH.;R;149,48;TRUE;FALSE
010546;2012;12;1920;HEURES SUPPL. DIMANCHE JF;R;22,07;FALSE;TRUE
010546;2012;12;401B;INDEMNITES D ASTREINTES            M.S;R;34,86;TRUE;FALSE
010546;2012;12;4040;IND. ASTREINTE SEM. FIL TECH.;R;298,96;TRUE;FALSE
010546;2013;5;1930;HEURES SUPPL. DE NUIT;R;26,48;FALSE;TRUE
010546;2013;5;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
010546;2013;5;4040;IND. ASTREINTE SEM. FIL TECH.;R;149,48;TRUE;FALSE
010546;2013;6;1920;HEURES SUPPL. DIMANCHE JF;R;66,21;FALSE;TRUE
010546;2013;6;1930;HEURES SUPPL. DE NUIT;R;66,2;FALSE;TRUE
010546;2013;6;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
010546;2013;6;4040;IND. ASTREINTE SEM. FIL TECH.;R;149,48;TRUE;FALSE
010546;2013;6;4080;INDEMNITE D ASTREINTE JOURNEE DIM FERIE;R;43,38;TRUE;FALSE
011012;2009;3;1900;HEURES SUPPL.  = 14 H;R;62,68;FALSE;TRUE
011012;2009;3;1930;HEURES SUPPL. DE NUIT;R;120,74;FALSE;TRUE
011012;2009;3;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
011012;2009;3;4050;IND. ASTREINTE NUIT SEMAINE;R;40,2;TRUE;FALSE
011012;2009;3;4090;INDEMNITE D ASTREINTE WEEK-END;R;109,28;TRUE;FALSE
011012;2009;4;1900;HEURES SUPPL.  = 14 H;R;62,68;FALSE;TRUE
011012;2009;4;1920;HEURES SUPPL. DIMANCHE JF;R;33,54;FALSE;TRUE
011012;2009;4;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
011012;2009;4;4050;IND. ASTREINTE NUIT SEMAINE;R;40,2;TRUE;FALSE
011012;2009;4;4090;INDEMNITE D ASTREINTE WEEK-END;R;109,28;TRUE;FALSE
011012;2009;6;1920;HEURES SUPPL. DIMANCHE JF;R;257,14;FALSE;TRUE
011012;2009;6;1920;HEURES SUPPL. DIMANCHE JF;R;268,32;FALSE;TRUE
011012;2009;6;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
011012;2009;6;4050;IND. ASTREINTE NUIT SEMAINE;R;30,15;TRUE;FALSE
011012;2009;6;4080;INDEMNITE D ASTREINTE JOURNEE DIM FERIE;R;43,38;TRUE;FALSE
011012;2009;6;4090;INDEMNITE D ASTREINTE WEEK-END;R;109,28;TRUE;FALSE
011012;2010;2;1900;HEURES SUPPL.  = 14 H;R;169;FALSE;TRUE
011012;2010;2;1920;HEURES SUPPL. DIMANCHE JF;R;168,96;FALSE;TRUE
011012;2010;2;1930;HEURES SUPPL. DE NUIT;R;152,06;FALSE;TRUE
011012;2010;2;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
011012;2010;2;4050;IND. ASTREINTE NUIT SEMAINE;R;30,15;TRUE;FALSE
011012;2010;2;4080;INDEMNITE D ASTREINTE JOURNEE DIM FERIE;R;43,38;TRUE;FALSE
011012;2010;2;4090;INDEMNITE D ASTREINTE WEEK-END;R;218,56;TRUE;FALSE
011012;2010;3;1900;HEURES SUPPL.  = 14 H;R;169;FALSE;TRUE
011012;2010;3;1920;HEURES SUPPL. DIMANCHE JF;R;70,4;FALSE;TRUE
011012;2010;3;1930;HEURES SUPPL. DE NUIT;R;202,74;FALSE;TRUE
011012;2010;3;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
011012;2010;3;4090;INDEMNITE D ASTREINTE WEEK-END;R;109,28;TRUE;FALSE
011012;2010;4;1900;HEURES SUPPL.  = 14 H;R;92,95;FALSE;TRUE
011012;2010;4;1920;HEURES SUPPL. DIMANCHE JF;R;281,6;FALSE;TRUE
011012;2010;4;1930;HEURES SUPPL. DE NUIT;R;67,58;FALSE;TRUE
011012;2010;4;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
011012;2010;4;4040;IND. ASTREINTE SEM. FIL TECH.;R;149,48;TRUE;FALSE
011012;2010;6;1900;HEURES SUPPL.  = 14 H;R;59,15;FALSE;TRUE
011012;2010;6;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
011012;2010;6;4040;IND. ASTREINTE SEM. FIL TECH.;R;149,48;TRUE;FALSE
011012;2011;4;1900;HEURES SUPPL.  = 14 H;R;196,46;FALSE;TRUE
011012;2011;4;1930;HEURES SUPPL. DE NUIT;R;71,44;FALSE;TRUE
011012;2011;4;401B;INDEMNITES D ASTREINTES            M.S;R;34,86;TRUE;FALSE
011012;2011;4;4040;IND. ASTREINTE SEM. FIL TECH.;R;298,96;TRUE;FALSE
011012;2011;6;1900;HEURES SUPPL.  = 14 H;R;147,35;FALSE;TRUE
011012;2011;6;1920;HEURES SUPPL. DIMANCHE JF;R;119,04;FALSE;TRUE
011012;2011;6;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
011012;2011;6;4040;IND. ASTREINTE SEM. FIL TECH.;R;149,48;TRUE;FALSE
011012;2012;2;1900;HEURES SUPPL.  = 14 H;R;35,72;FALSE;TRUE
011012;2012;2;1930;HEURES SUPPL. DE NUIT;R;71,44;FALSE;TRUE
011012;2012;2;4080;INDEMNITE D ASTREINTE JOURNEE DIM FERIE;R;65,07;TRUE;FALSE
011012;2012;3;1900;HEURES SUPPL.  = 14 H;R;178,6;FALSE;TRUE
011012;2012;3;1920;HEURES SUPPL. DIMANCHE JF;R;29,76;FALSE;TRUE
011012;2012;3;1930;HEURES SUPPL. DE NUIT;R;285,76;FALSE;TRUE
011012;2012;3;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
011012;2012;3;4040;IND. ASTREINTE SEM. FIL TECH.;R;149,48;TRUE;FALSE
011012;2012;3;4075;IND ASTR NUIT SEM FRACTIONNEE;R;60,6;TRUE;FALSE
011012;2012;3;4090;INDEMNITE D ASTREINTE WEEK-END;R;327,84;TRUE;FALSE
011012;2012;4;1900;HEURES SUPPL.  = 14 H;R;205,39;FALSE;TRUE
011012;2012;4;1930;HEURES SUPPL. DE NUIT;R;142,88;FALSE;TRUE
011012;2012;4;401B;INDEMNITES D ASTREINTES            M.S;R;34,86;TRUE;FALSE
011012;2012;4;4080;INDEMNITE D ASTREINTE JOURNEE DIM FERIE;R;86,76;TRUE;FALSE
011012;2012;5;1900;HEURES SUPPL.  = 14 H;R;125,02;FALSE;TRUE
011012;2012;5;1920;HEURES SUPPL. DIMANCHE JF;R;178,56;FALSE;TRUE
011012;2012;5;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
011012;2012;5;4040;IND. ASTREINTE SEM. FIL TECH.;R;149,48;TRUE;FALSE
011012;2012;6;1900;HEURES SUPPL.  = 14 H;R;151,81;FALSE;TRUE
011012;2012;6;401B;INDEMNITES D ASTREINTES            M.S;R;34,86;TRUE;FALSE
011012;2012;6;4040;IND. ASTREINTE SEM. FIL TECH.;R;298,96;TRUE;FALSE
011012;2012;12;1900;HEURES SUPPL.  = 14 H;R;26,79;FALSE;TRUE
011012;2012;12;1920;HEURES SUPPL. DIMANCHE JF;R;89,28;FALSE;TRUE
011012;2012;12;1930;HEURES SUPPL. DE NUIT;R;160,74;FALSE;TRUE
011012;2012;12;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
011012;2012;12;4040;IND. ASTREINTE SEM. FIL TECH.;R;149,48;TRUE;FALSE
011012;2013;1;1900;HEURES SUPPL.  = 14 H;R;250,04;FALSE;TRUE
011012;2013;1;1920;HEURES SUPPL. DIMANCHE JF;R;59,52;FALSE;TRUE
011012;2013;1;1930;HEURES SUPPL. DE NUIT;R;89,3;FALSE;TRUE
011012;2013;1;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
011012;2013;1;4040;IND. ASTREINTE SEM. FIL TECH.;R;149,48;TRUE;FALSE
011012;2013;1;4075;IND ASTR NUIT SEM FRACTIONNEE;R;60,6;TRUE;FALSE
011012;2013;1;4090;INDEMNITE D ASTREINTE WEEK-END;R;163,92;TRUE;FALSE
011012;2013;2;1900;HEURES SUPPL.  = 14 H;R;116,09;FALSE;TRUE
011012;2013;2;1900;HEURES SUPPL.  = 14 H;R;250,04;FALSE;TRUE
011012;2013;2;1920;HEURES SUPPL. DIMANCHE JF;R;29,76;FALSE;TRUE
011012;2013;2;1930;HEURES SUPPL. DE NUIT;R;267,9;FALSE;TRUE
011012;2013;2;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
011012;2013;2;4040;IND. ASTREINTE SEM. FIL TECH.;R;149,48;TRUE;FALSE
011012;2013;2;4050;IND. ASTREINTE NUIT SEMAINE;R;105,53;TRUE;FALSE
011012;2013;2;4090;INDEMNITE D ASTREINTE WEEK-END;R;327,84;TRUE;FALSE
011012;2013;3;1900;HEURES SUPPL.  = 14 H;R;116,09;FALSE;TRUE
011012;2013;3;1920;HEURES SUPPL. DIMANCHE JF;R;282,72;FALSE;TRUE
011012;2013;3;1930;HEURES SUPPL. DE NUIT;R;285,76;FALSE;TRUE
011012;2013;3;401B;INDEMNITES D ASTREINTES            M.S;R;34,86;TRUE;FALSE
011012;2013;3;4040;IND. ASTREINTE SEM. FIL TECH.;R;298,96;TRUE;FALSE
011012;2013;3;4090;INDEMNITE D ASTREINTE WEEK-END;R;163,92;TRUE;FALSE
011012;2013;4;1900;HEURES SUPPL.  = 14 H;R;142,88;FALSE;TRUE
011012;2013;4;1920;HEURES SUPPL. DIMANCHE JF;R;29,76;FALSE;TRUE
011012;2013;4;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
011012;2013;4;4040;IND. ASTREINTE SEM. FIL TECH.;R;149,48;TRUE;FALSE
011012;2013;5;1900;HEURES SUPPL.  = 14 H;R;35,72;FALSE;TRUE
011012;2013;5;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
011012;2013;5;4040;IND. ASTREINTE SEM. FIL TECH.;R;149,48;TRUE;FALSE
011012;2013;8;1900;HEURES SUPPL.  = 14 H;R;53,58;FALSE;TRUE
011012;2013;8;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
011012;2013;8;4040;IND. ASTREINTE SEM. FIL TECH.;R;149,48;TRUE;FALSE
011012;2013;9;1900;HEURES SUPPL.  = 14 H;R;151,81;FALSE;TRUE
011012;2013;9;1920;HEURES SUPPL. DIMANCHE JF;R;193,44;FALSE;TRUE
011012;2013;9;1930;HEURES SUPPL. DE NUIT;R;35,72;FALSE;TRUE
011012;2013;9;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
011012;2013;9;4040;IND. ASTREINTE SEM. FIL TECH.;R;149,48;TRUE;FALSE
011012;2013;9;4050;IND. ASTREINTE NUIT SEMAINE;R;20,1;TRUE;FALSE
011012;2013;11;1900;HEURES SUPPL.  = 14 H;R;53,58;FALSE;TRUE
011012;2013;11;1900;HEURES SUPPL.  = 14 H;R;250,04;FALSE;TRUE
011012;2013;11;1930;HEURES SUPPL. DE NUIT;R;250,04;FALSE;TRUE
011012;2013;11;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
011012;2013;11;4040;IND. ASTREINTE SEM. FIL TECH.;R;149,48;TRUE;FALSE
011012;2013;12;1900;HEURES SUPPL.  = 14 H;R;250,04;FALSE;TRUE
011012;2013;12;1920;HEURES SUPPL. DIMANCHE JF;R;74,4;FALSE;TRUE
011012;2013;12;1930;HEURES SUPPL. DE NUIT;R;303,62;FALSE;TRUE
011012;2013;12;401B;INDEMNITES D ASTREINTES            M.S;R;34,86;TRUE;FALSE
011012;2013;12;4040;IND. ASTREINTE SEM. FIL TECH.;R;298,96;TRUE;FALSE
011113;2012;3;1900;HEURES SUPPL.  = 14 H;R;54,77;FALSE;TRUE
011113;2012;3;1930;HEURES SUPPL. DE NUIT;R;60,88;FALSE;TRUE
011113;2012;3;4075;IND ASTR NUIT SEM FRACTIONNEE;R;12,12;TRUE;FALSE
012009;2009;5;1900;HEURES SUPPL.  = 14 H;R;14,28;FALSE;TRUE
012009;2009;5;401B;INDEMNITES D ASTREINTES            M.S;R;17,43;TRUE;FALSE
012009;2009;5;4050;IND. ASTREINTE NUIT SEMAINE;R;40,2;TRUE;FALSE
012009;2009;5;4090;INDEMNITE D ASTREINTE WEEK-END;R;109,28;TRUE;FALSE
012009;2009;6;1900;HEURES SUPPL.  = 14 H;R;189,21;FALSE;TRUE
