Matricule;Annee;Agrégat;c;Grade;nb.mois;Régime
012190;2011;1264,08;0;TECHNICIEN TERR PAL 1 CL;12;IAT 0 mois-PSR 12 mois-Cumul 0 mois
012190;2012;1392,96;0;TECHNICIEN TERR PAL 1 CL;12;IAT 0 mois-PSR 12 mois-Cumul 0 mois
012190;2013;1392,96;0;TECHNICIEN TERR PAL 1 CL;12;IAT 0 mois-PSR 12 mois-Cumul 0 mois
012191;2009;1180,32;0;TECHN. SUP. PRINCIP;12;IAT 0 mois-PSR 12 mois-Cumul 0 mois
012191;2010;1260,96;0;TECHN. SUP CHEF.;12;IAT 0 mois-PSR 12 mois-Cumul 0 mois
012191;2011;1264,08;0;TECHNICIEN TERR PAL 1 CL;12;IAT 0 mois-PSR 12 mois-Cumul 0 mois
012191;2012;1392,96;0;TECHNICIEN TERR PAL 1 CL;12;IAT 0 mois-PSR 12 mois-Cumul 0 mois
012191;2013;1392,96;0;TECHNICIEN TERR PAL 1 CL;12;IAT 0 mois-PSR 12 mois-Cumul 0 mois
073176;2009;2438,97;0;AGENT DE MAITRISE;12;IAT 12 mois-PSR 0 mois-Cumul 0 mois
073176;2010;3096,34;0;AGENT DE MAITRISE;12;IAT 12 mois-PSR 0 mois-Cumul 0 mois
073176;2011;3102,52;0;AGENT DE MAITRISE;12;IAT 12 mois-PSR 0 mois-Cumul 0 mois
073176;2012;1971,96;0;TECHNICIEN TERRITORIAL;12;IAT 0 mois-PSR 12 mois-Cumul 0 mois
073176;2013;1971,96;0;TECHNICIEN TERRITORIAL;12;IAT 0 mois-PSR 12 mois-Cumul 0 mois
300055;2009;852,37;0;TECHN. SUP. TERR.;12;IAT 0 mois-PSR 12 mois-Cumul 0 mois
300055;2010;1169,14;0;TECHN. SUP. PRINCIP;12;IAT 0 mois-PSR 12 mois-Cumul 0 mois
300055;2011;1191,84;0;TECHNICIEN TERR PAL 1 CL;12;IAT 0 mois-PSR 12 mois-Cumul 0 mois
300055;2012;928,64;0;TECHNICIEN TERR PAL 1 CL;8;IAT 0 mois-PSR 8 mois-Cumul 0 mois
300130;2009;1597,92;0;INGENIEUR;12;IAT 0 mois-PSR 12 mois-Cumul 0 mois
300130;2010;2527,56;0;INGENIEUR PRINCIPAL;11;IAT 0 mois-PSR 11 mois-Cumul 0 mois
300130;2011;2112,75;0;INGENIEUR PRINCIPAL;7;IAT 0 mois-PSR 7 mois-Cumul 0 mois
300130;2012;2802,96;0;INGENIEUR PRINCIPAL;12;IAT 0 mois-PSR 12 mois-Cumul 0 mois
300130;2013;2265,73;0;INGENIEUR PRINCIPAL;10;IAT 0 mois-PSR 10 mois-Cumul 0 mois
300140;2009;1180,32;0;TECHN. SUP. PRINCIP;12;IAT 0 mois-PSR 12 mois-Cumul 0 mois
300140;2010;1188,9;0;TECHN. SUP. PRINCIP;12;IAT 0 mois-PSR 12 mois-Cumul 0 mois
300140;2011;1191,84;0;TECHNICIEN TERR PAL 1 CL;12;IAT 0 mois-PSR 12 mois-Cumul 0 mois
300140;2012;1009,94;0;TECHNICIEN TERR PAL 1 CL;12;IAT 0 mois-PSR 12 mois-Cumul 0 mois
300140;2013;975,12;0;TECHNICIEN TERR PAL 1 CL;12;IAT 0 mois-PSR 12 mois-Cumul 0 mois
300209;2009;1813,68;0;CONTROLEUR TER.PAL. TRAV;12;IAT 0 mois-PSR 12 mois-Cumul 0 mois
300209;2010;1826,82;0;CONTROLEUR TER.PAL. TRAV;12;IAT 0 mois-PSR 12 mois-Cumul 0 mois
300209;2011;1831,32;0;TECHNICIEN PRINCIP 2CL;12;IAT 0 mois-PSR 12 mois-Cumul 0 mois
300435;2009;860,58;0;TECHN. SUP. TERR.;12;IAT 0 mois-PSR 12 mois-Cumul 0 mois
300435;2010;866,88;0;TECHN. SUP. TERR.;12;IAT 0 mois-PSR 12 mois-Cumul 0 mois
300435;2011;744,84;0;TECHNICIEN PRINCIP 2CL;12;IAT 0 mois-PSR 12 mois-Cumul 0 mois
300435;2012;522,69;0;TECHNICIEN TERR PAL 2 CL;6;IAT 0 mois-PSR 6 mois-Cumul 0 mois
300466;2009;1180,32;0;TECHN. SUP. PRINCIP;12;IAT 0 mois-PSR 12 mois-Cumul 0 mois
300466;2010;1206,96;0;TECHN. SUP. PRINCIP;12;IAT 0 mois-PSR 12 mois-Cumul 0 mois
300466;2011;1264,08;0;TECHNICIEN TERR PAL 1 CL;12;IAT 0 mois-PSR 12 mois-Cumul 0 mois
300466;2012;1392,96;0;TECHNICIEN TERR PAL 1 CL;12;IAT 0 mois-PSR 12 mois-Cumul 0 mois
300466;2013;1392,96;0;TECHNICIEN TERR PAL 1 CL;12;IAT 0 mois-PSR 12 mois-Cumul 0 mois
300706;2009;661,29;0;TECHN. SUP. TERR.;12;IAT 9 mois-PSR 3 mois-Cumul 0 mois
300706;2010;1241,29;0;AGENT DE MAITRISE;12;IAT 12 mois-PSR 0 mois-Cumul 0 mois
300706;2011;1398,88;0;AGENT DE MAITRISE;12;IAT 5 mois-PSR 7 mois-Cumul 0 mois
300706;2012;1283,88;0;TECHNICIEN TERR PAL 2 CL;12;IAT 0 mois-PSR 12 mois-Cumul 0 mois
300706;2013;1283,88;0;TECHNICIEN TERR PAL 2 CL;12;IAT 0 mois-PSR 12 mois-Cumul 0 mois
300715;2009;66,71;0;TECHN. SUP. TERR.;1;IAT 0 mois-PSR 1 mois-Cumul 0 mois
301290;2009;216,18;0;TECHN. SUP. TERR.;3;IAT 0 mois-PSR 3 mois-Cumul 0 mois
301290;2010;866,88;0;TECHN. SUP. TERR.;12;IAT 0 mois-PSR 12 mois-Cumul 0 mois
301290;2011;1535,14;0;TECHNICIEN PRINCIP 2CL;12;IAT 5 mois-PSR 7 mois-Cumul 0 mois
301290;2012;2144,48;0;AGENT DE MAITRISE;12;IAT 4 mois-PSR 8 mois-Cumul 0 mois
301290;2013;1654,08;0;INGENIEUR;12;IAT 0 mois-PSR 12 mois-Cumul 0 mois
302349;2012;821,65;0;TECHNICIEN TERRITORIAL;5;IAT 0 mois-PSR 5 mois-Cumul 0 mois
302349;2013;1971,96;0;TECHNICIEN TERRITORIAL;12;IAT 0 mois-PSR 12 mois-Cumul 0 mois
302435;2013;1626,51;0;INGENIEUR;12;IAT 0 mois-PSR 12 mois-Cumul 0 mois
