age;Hommes;Femmes
15;;
16;;
17;2;1
18;2;
19;2;
20;1;
21;1;
22;2;
23;;
24;;1
25;;1
26;;
27;;
28;;
29;;
30;;
31;;
32;;
33;;
34;;
35;;
36;;
37;;
38;;
39;;
40;;
41;;1
42;;
43;;
44;;
45;;
46;;3
47;;
48;;1
49;;
50;;
51;;
52;;1
53;;
54;;
55;;
56;;
57;;
58;;
59;;
60;;
61;;
62;;
63;;
64;;
65;;
66;;
67;;
68;;
